ID_INT;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;Vias;TIPO_REDVIAL;Competencia_Via;Competencia_Administrativa;Siniestro_fatal
l-383318;150103;LIMA;LIMA;ATE;-12.0348338;-76.9313508;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383321;150103;LIMA;LIMA;ATE;-12.0373569;-76.9320491;Alfa / Calle Beta;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-383325;150108;LIMA;LIMA;CHORRILLOS;-12.1962788;-77.0002875;Avenida Caminos del Inca;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383347;150137;LIMA;LIMA;SANTA ANITA;-12.0358392;-76.9488223;Avenida Metropolitana;METROPOLITANA;PROVINCIAL;DISTRITAL;5
l-483507;110108;ICA;ICA;SALAS;-13.985934;-75.770495;INTERSECCION CALLE LIMA CON CALLE JORGE CHAVEZ;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-383388;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.1597206;-76.9587156;Avenida Miguel Iglesias;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383427;150137;LIMA;LIMA;SANTA ANITA;-12.0536588;-76.9623484;Avenida Nicolás de Ayllón;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383453;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.9608559;-76.9884076;Avenida Fernando Wiesse / Avenida Naciones Unidas / Republicana;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-383455;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.9607706;-76.9885329;Avenida Naciones Unidas;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-383461;150103;LIMA;LIMA;ATE;-12.0601531;-76.9667199;Avenida Los Frutales;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383609;150122;LIMA;LIMA;MIRAFLORES;-12.1118443;-77.0291275;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383610;150122;LIMA;LIMA;MIRAFLORES;-12.1117893;-77.0291342;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383611;150122;LIMA;LIMA;MIRAFLORES;-12.1118273;-77.0292402;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383947;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1741005;-76.9472325;Avenida Pachacútec;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-383997;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.0845731;-76.9790849;Avenida Javier Prado Este;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-384053;150122;LIMA;LIMA;MIRAFLORES;-12.1206757;-77.0069232;Avenida de Tomás Marsano;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384054;150122;LIMA;LIMA;MIRAFLORES;-12.1220775;-77.0059734;Avenida de Tomás Marsano;METROPOLITANA;PROVINCIAL;DISTRITAL;0
l-384073;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1945815;-76.9350484;Avenida Pachacútec;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384074;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1931299;-76.9359136;Avenida 27 de Diciembre / Avenida Pachacútec;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384076;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1948121;-76.9348994;Avenida Pachacútec;METROPOLITANA;PROVINCIAL;DISTRITAL;3
l-384145;150108;LIMA;LIMA;CHORRILLOS;-12.1801946;-76.9980551;Avenida Guardia Civil Sur / Avenida de la Guardia Civil;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384160;150117;LIMA;LIMA;LOS OLIVOS;-11.9814152;-77.0723875;Avenida Las Palmeras;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384302;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.0213263;-77.0862966;Avenida José Granda;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384335;150130;LIMA;LIMA;SAN BORJA;-12.0882102;-77.0048442;Avenida Javier Prado Este;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384443;150117;LIMA;LIMA;LOS OLIVOS;-12.0025313;-77.0830981;Avenida Las Torres / Avenida Universitaria;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384460;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.0007725;-77.0911042;Avenida 12 de Octubre;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384753;150106;LIMA;LIMA;CARABAYLLO;-11.8606326;-77.0061247;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-384933;150123;LIMA;LIMA;PACHACAMAC;-12.1495349;-76.8710177;Avenida Víctor Malásquez / Santa Rosita;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-385524;150123;LIMA;LIMA;PACHACAMAC;-12.1010357;-76.8784176;-;VECINAL;DISTRITAL;DISTRITAL;1
l-385753;150109;LIMA;LIMA;CIENEGUILLA;-12.0729587;-76.8748257;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-386200;150117;LIMA;LIMA;LOS OLIVOS;-11.9834777;-77.078143;Avenida Los Alisos / Avenida Universitaria;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-488744;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.234945;-77.868379;INTERSECCION Jr. TRES ESQUINAS CON Jr. LOS ÁNGELES;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-386213;150112;LIMA;LIMA;INDEPENDENCIA;-12.0072574;-77.0539748;Avenida Túpac Amaru;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386214;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.007484;-77.0540068;Avenida Tomás Valle;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386241;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-11.9885165;-77.0811338;Avenida Universitaria;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-386242;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.0064563;-77.0827164;Avenida Angélica Gamarra / Avenida Universitaria;METROPOLITANA;PROVINCIAL;DISTRITAL;3
l-386244;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.1507569;-76.980654;Avenida Los Héroes / Avenida Los Lirios;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386253;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1479599;-76.9864596;-;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-386310;150108;LIMA;LIMA;CHORRILLOS;-12.1664186;-77.0267017;Avenida Defensores del Morro;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386311;150108;LIMA;LIMA;CHORRILLOS;-12.1663831;-77.0266533;Avenida Defensores del Morro;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386427;150103;LIMA;LIMA;ATE;-12.0144038;-76.8190962;Avenida Andrés Avelino Cáceres;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386460;150104;LIMA;LIMA;BARRANCO;-12.1400615;-77.0280909;Circuito de Playas;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386462;150104;LIMA;LIMA;BARRANCO;-12.1402754;-77.0279795;Circuito de Playas;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386581;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.0039346;-77.0832687;Avenida Universitaria / Calle Juan Fermel;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-386685;150101;LIMA;LIMA;LIMA;-12.03542;-77.0641753;Vía Expresa Línea Amarilla;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-386706;150119;LIMA;LIMA;LURIN;-12.2548054;-76.9166489;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-386708;150119;LIMA;LIMA;LURIN;-12.2548146;-76.9165614;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-386733;150134;LIMA;LIMA;SAN LUIS;-12.0682905;-76.9919919;Avenida Eloy Ureta;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-386735;150134;LIMA;LIMA;SAN LUIS;-12.0686223;-76.9917971;Avenida Eloy Ureta;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-386753;150108;LIMA;LIMA;CHORRILLOS;-12.1663462;-77.0269014;Avenida Malecón Grau / Avenida Malecón Miguel Grau;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-386833;150101;LIMA;LIMA;LIMA;-12.0440166;-77.0470594;Avenida Pacasmayo / Avenida República de Argentina;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-386834;150101;LIMA;LIMA;LIMA;-12.0437881;-77.0470766;Avenida Pacasmayo;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-386869;150101;LIMA;LIMA;LIMA;-12.03527609;-77.06567255;-;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-386871;150101;LIMA;LIMA;LIMA;-12.0355068;-77.0641735;Vía Expresa Línea Amarilla;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-386872;150101;LIMA;LIMA;LIMA;-12.03536299;-77.06571532;-;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-386877;150101;LIMA;LIMA;LIMA;-12.0363273;-77.0595112;Avenida Morales Duarez / Los Libertadores;METROPOLITANA;PROVINCIAL;PROVINCIAL;2
l-388116;150101;LIMA;LIMA;LIMA;-12.0447737;-77.0245981;Jr. Amazonas;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-388672;150101;LIMA;LIMA;LIMA;-12.0603887;-77.0084174;Avenida 28 de Julio / Pasaje Iglesias;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-388674;150115;LIMA;LIMA;LA VICTORIA;-12.0604964;-77.0082902;Avenida 28 de Julio;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-388889;150101;LIMA;LIMA;LIMA;-12.0515053;-77.0857665;-;METROPOLITANA;PROVINCIAL;PROVINCIAL;0
l-388939;150112;LIMA;LIMA;INDEPENDENCIA;-11.9889589;-77.056921;Avenida Carlos Alberto Izaguirre;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-388940;150112;LIMA;LIMA;INDEPENDENCIA;-11.989116;-77.0568693;Avenida Carlos Alberto Izaguirre;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-389016;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.0300179;-77.0603176;Avenida José Granda;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390413;150136;LIMA;LIMA;SAN MIGUEL;-12.0807077;-77.0883966;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390468;150112;LIMA;LIMA;INDEPENDENCIA;-11.9889462;-77.0569368;Avenida Carlos Alberto Izaguirre;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390469;150112;LIMA;LIMA;INDEPENDENCIA;-11.9944513;-77.0564242;Avenida El Pacifico / Avenida Túpac Amaru;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390473;150112;LIMA;LIMA;INDEPENDENCIA;-11.9889104;-77.0570354;Avenida Carlos Alberto Izaguirre;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390474;150112;LIMA;LIMA;INDEPENDENCIA;-11.9889787;-77.0569335;Avenida Carlos Alberto Izaguirre;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390489;150123;LIMA;LIMA;PACHACAMAC;-12.2305151;-76.8601757;Jr. Lima;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-390561;150108;LIMA;LIMA;CHORRILLOS;-12.1657383;-77.0271828;Circuito de Playas;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390564;150108;LIMA;LIMA;CHORRILLOS;-12.1657829;-77.0272585;Circuito de Playas;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390588;150108;LIMA;LIMA;CHORRILLOS;-12.1662706;-77.0267477;Avenida Defensores del Morro / Avenida Malecón Miguel Grau;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-390589;150108;LIMA;LIMA;CHORRILLOS;-12.1662955;-77.0267961;Avenida Defensores del Morro / Avenida Malecón Miguel Grau;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-392138;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1481136;-76.9344748;Avenida Jerusalen / Pasaje San Camilo;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-392962;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-11.988302;-77.0812206;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-393912;150115;LIMA;LIMA;LA VICTORIA;-12.0764505;-77.0273933;Avenida México;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-395097;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1642316;-76.9341267;Avenida Union;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-395433;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.1931835;-76.9646626;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-395734;150104;LIMA;LIMA;BARRANCO;-12.13912598;-77.0273916;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-395876;150119;LIMA;LIMA;LURIN;-12.2448476;-76.8979296;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-395918;150121;LIMA;LIMA;PUEBLO LIBRE;-12.0843183;-77.0647771;Avenida de La Marina;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-395919;150121;LIMA;LIMA;PUEBLO LIBRE;-12.0845512;-77.0648176;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-397313;150108;LIMA;LIMA;CHORRILLOS;-12.1812401;-77.0120367;-;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-397314;150108;LIMA;LIMA;CHORRILLOS;-12.1813584;-77.0120485;-;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-397315;150108;LIMA;LIMA;CHORRILLOS;-12.1812051;-77.0120393;-;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-397316;150108;LIMA;LIMA;CHORRILLOS;-12.1813652;-77.0120439;-;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-397317;150108;LIMA;LIMA;CHORRILLOS;-12.1813956;-77.0120773;-;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-397824;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-12.0108254;-77.0144033;Avenida Antigua Canto Grande;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-397825;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-12.011012;-77.0142934;Avenida Antigua Canto Grande / Jr. Miguel Grau;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-397992;150131;LIMA;LIMA;SAN ISIDRO;-12.0944786;-77.0330971;Avenida Arequipa / Calle Manuel Bañon;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-398243;150103;LIMA;LIMA;ATE;-12.0629167;-76.9829904;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-398245;150103;LIMA;LIMA;ATE;-12.0631026;-76.9831925;-;METROPOLITANA;PROVINCIAL;DISTRITAL;0
l-398256;150122;LIMA;LIMA;MIRAFLORES;-12.1236128;-77.0242405;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-398257;150122;LIMA;LIMA;MIRAFLORES;-12.1236005;-77.0241886;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-398392;150101;LIMA;LIMA;LIMA;-12.0596746;-77.0782548;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-398393;150101;LIMA;LIMA;LIMA;-12.0594709;-77.0781768;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-49875;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.226347;-77.867502;INTERSECCION Jr. SANTA ANA CON Jr. HERMOSURA;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-51596;150601;LIMA;HUARAL;HUARAL;-11.4871043;-77.2138248;AV. LOS GERANIOS - FRONTIS DEL DOMICILIO SIGNADO CON LA MZ. C - LOTE 8 - HUARAL - HUARAL - LIMA;VECINAL;DISTRITAL;PROVINCIAL;0
l-398394;150101;LIMA;LIMA;LIMA;-12.0596497;-77.0781415;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-398411;150101;LIMA;LIMA;LIMA;-12.058195;-77.0233123;Vía Expresa Almirante Miguel Grau;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
l-49924;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.228983;-77.870993;INTERSECCION Jr. DOS DE MAYO CON Jr. AYACUCHO;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-398414;150115;LIMA;LIMA;LA VICTORIA;-12.0582472;-77.0233152;Vía Expresa Almirante Miguel Grau;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-398418;150101;LIMA;LIMA;LIMA;-12.0590422;-77.0300702;Vía Expresa Almirante Miguel Grau;METROPOLITANA;PROVINCIAL;PROVINCIAL;2
l-398421;150115;LIMA;LIMA;LA VICTORIA;-12.0591502;-77.0300512;Vía Expresa Almirante Miguel Grau;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-398425;150115;LIMA;LIMA;LA VICTORIA;-12.05913183;-77.02990947;-;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-398426;150115;LIMA;LIMA;LA VICTORIA;-12.05911598;-77.02978723;-;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-7547;150104;LIMA;LIMA;BARRANCO;-12.1552562;-77.0229162;AV. PEDRO DE OSMA CON JR. MONTERO ROSAS;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-398431;150101;LIMA;LIMA;LIMA;-12.05902394;-77.02992455;-;METROPOLITANA;PROVINCIAL;PROVINCIAL;2
l-398432;150101;LIMA;LIMA;LIMA;-12.05900857;-77.02980193;-;METROPOLITANA;PROVINCIAL;PROVINCIAL;2
l-398616;150119;LIMA;LIMA;LURIN;-12.2568578;-76.8882061;Avenida Santa Cruz;METROPOLITANA;PROVINCIAL;DISTRITAL;3
l-398617;150119;LIMA;LIMA;LURIN;-12.256765;-76.8881281;Avenida Santa Cruz;METROPOLITANA;PROVINCIAL;DISTRITAL;3
l-398682;150101;LIMA;LIMA;LIMA;-12.0705683;-77.0316396;Avenida Isabel La Católica;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-398683;150115;LIMA;LIMA;LA VICTORIA;-12.0705917;-77.0312005;Avenida Isabel La Católica;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-399317;150116;LIMA;LIMA;LINCE;-12.0851061;-77.048316;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-399318;150116;LIMA;LIMA;LINCE;-12.085282;-77.0482867;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-399319;150116;LIMA;LIMA;LINCE;-12.085293;-77.0484256;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-399320;150116;LIMA;LIMA;LINCE;-12.0852896;-77.0484005;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-399321;150116;LIMA;LIMA;LINCE;-12.0852224;-77.0484373;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-399322;150116;LIMA;LIMA;LINCE;-12.0851593;-77.0484471;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-400391;150118;LIMA;LIMA;LURIGANCHO;-12.0117707;-76.891914;-;METROPOLITANA;PROVINCIAL;DISTRITAL;3
l-400392;150118;LIMA;LIMA;LURIGANCHO;-12.0118552;-76.8919183;-;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-402107;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1025295;-76.9778924;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-402228;150115;LIMA;LIMA;LA VICTORIA;-12.0703422;-77.0309206;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-402229;150115;LIMA;LIMA;LA VICTORIA;-12.0703473;-77.0309589;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-403620;150130;LIMA;LIMA;SAN BORJA;-12.0887191;-77.0055229;Jr. Paolo Ucello;METROPOLITANA;PROVINCIAL;DISTRITAL;0
l-403621;150130;LIMA;LIMA;SAN BORJA;-12.0885715;-77.005543;Avenida Javier Prado Este / Jr. Paolo Ucello;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-4054;150113;LIMA;LIMA;JESUS MARIA;-12.0893395;-77.0586599;Avenida Faustino Sanchez Carrión / Jr. Estados Unidos;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-4055;150113;LIMA;LIMA;JESUS MARIA;-12.0890947;-77.0584651;Jr. Estados Unidos;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-4056;150113;LIMA;LIMA;JESUS MARIA;-12.0892661;-77.0585992;Jr. Estados Unidos;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-408218;150126;LIMA;LIMA;PUNTA HERMOSA;-12.2939089;-76.7746765;Avenida Pampa Pacta;VECINAL;DISTRITAL;DISTRITAL;1
l-408219;150126;LIMA;LIMA;PUNTA HERMOSA;-12.2940693;-76.7752376;Avenida Pampa Pacta;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-408220;150126;LIMA;LIMA;PUNTA HERMOSA;-12.2939863;-76.7749472;Avenida Pampa Pacta;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-4089;150113;LIMA;LIMA;JESUS MARIA;-12.0816313;-77.0590893;Avenida Brasil / Jr. Río de Janeiro;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-409382;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.2030604;-76.9304725;Avenida Juan Velasco Alvarado / Avenida Pachacútec;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-50313;080901;CUSCO;LA CONVENCION;SANTA ANA;-12.871719;-72.69413;JR. VILCABAMBA con JR. 04 DE NOVIEMBRE;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-409798;150118;LIMA;LIMA;LURIGANCHO;-11.9978786;-76.8695814;Calle Bueno Aires;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-409888;150123;LIMA;LIMA;PACHACAMAC;-12.1494384;-76.8711809;Avenida La Unión / Avenida Víctor Malásquez;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-409889;150123;LIMA;LIMA;PACHACAMAC;-12.1493989;-76.8710632;Avenida La Unión / Avenida Víctor Malásquez;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-410278;150118;LIMA;LIMA;LURIGANCHO;-11.9386815;-76.6938096;Calle El Ecuador / Jr. Brasil;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-410826;150123;LIMA;LIMA;PACHACAMAC;-12.1127691;-76.8739383;Avenida Almirante Miguel Grau / Avenida Víctor Malásquez / Calle 43;VECINAL;DISTRITAL;DISTRITAL;2
l-410829;150123;LIMA;LIMA;PACHACAMAC;-12.1042887;-76.8763628;Avenida Víctor Malásquez;VECINAL;DISTRITAL;DISTRITAL;1
l-410831;150123;LIMA;LIMA;PACHACAMAC;-12.1081985;-76.8752316;Avenida Víctor Malásquez;VECINAL;DISTRITAL;DISTRITAL;1
l-410837;150123;LIMA;LIMA;PACHACAMAC;-12.1013042;-76.8781352;Avenida Víctor Malásquez;VECINAL;DISTRITAL;DISTRITAL;1
l-4111;150113;LIMA;LIMA;JESUS MARIA;-12.0798359;-77.0576135;Avenida Brasil / Jr. Luís N. Sáenz;METROPOLITANA;PROVINCIAL;DISTRITAL;2
l-413254;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.239741;-76.9127585;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-4134;150113;LIMA;LIMA;JESUS MARIA;-12.0850146;-77.0488955;Calle Luis M. Sanchez Cerro;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-416541;150136;LIMA;LIMA;SAN MIGUEL;-12.0781227;-77.0884707;Avenida de La Marina;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-416653;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1710783;-76.9464547;Avenida María Parado de Bellido / Avenida Nicolás de Piérola;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-416656;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1638404;-76.9526265;Avenida Nicolás de Piérola / Jr. San Martín de Porres;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-416658;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1673753;-76.9496034;Avenida Nicolás de Piérola / Pasaje Manuel Arturo Odría;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-4167;150113;LIMA;LIMA;JESUS MARIA;-12.0792551;-77.0486395;Avenida Húsares de Junín / Calle Luis M. Sanchez Cerro;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-416857;150122;LIMA;LIMA;MIRAFLORES;-12.1200953;-77.018261;Avenida Roosevelt;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-416862;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1638758;-76.9526762;Jr. San Martín de Porres;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-417298;150108;LIMA;LIMA;CHORRILLOS;-12.1600901;-77.019093;Avenida Panamericana Sur / Calle José Olaya;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-4184;150113;LIMA;LIMA;JESUS MARIA;-12.0737945;-77.0460222;Avenida 6 de Agosto / Jr. Lloque Yupanqui;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-421726;150119;LIMA;LIMA;LURIN;-12.2637811;-76.8814652;Antigua Panamericana Sur;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-422758;150108;LIMA;LIMA;CHORRILLOS;-12.1799167;-76.9979919;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-422759;150108;LIMA;LIMA;CHORRILLOS;-12.1800232;-76.9980778;-;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-422760;150108;LIMA;LIMA;CHORRILLOS;-12.1799199;-76.9978239;Avenida Guardia Civil Sur;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-423401;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.1881178;-76.982793;Avenida Los Próceres / Pasaje Punta Arena;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-4244;150113;LIMA;LIMA;JESUS MARIA;-12.0712014;-77.0504751;Avenida Brasil / Avenida Colombia / Avenida José María Plaza;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-4255;150113;LIMA;LIMA;JESUS MARIA;-12.0653429;-77.0455602;Avenida 28 de Julio / Jr. Los Mogaburos;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-426096;150123;LIMA;LIMA;PACHACAMAC;-12.1430213;-76.871382;Avenida Víctor Malásquez;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-426724;150119;LIMA;LIMA;LURIN;-12.257049;-76.8882415;-;METROPOLITANA;PROVINCIAL;DISTRITAL;3
l-431308;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.2162792;-76.9682038;Avenida El Sol / Avenida Los Algarrobos;METROPOLITANA;PROVINCIAL;DISTRITAL;1
l-431675;150103;LIMA;LIMA;ATE;-12.013053;-76.8241793;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-431746;150104;LIMA;LIMA;BARRANCO;-12.1521436;-77.0246022;Circuito de Playas;METROPOLITANA;PROVINCIAL;DISTRITAL;1
