ubigeo,departamento,provincia,distrito,slug,tipo,excel_relpath
151018,LIMA,YAUYOS,LARAOS,LIMA-YAUYOS-LARAOS,E,ZonasEscolares/excels/LIMA-YAUYOS-LARAOS.xlsx
151019,LIMA,YAUYOS,LINCHA,LIMA-YAUYOS-LINCHA,G,ZonasEscolares/excels/LIMA-YAUYOS-LINCHA.xlsx
151020,LIMA,YAUYOS,MADEAN,LIMA-YAUYOS-MADEAN,F,ZonasEscolares/excels/LIMA-YAUYOS-MADEAN.xlsx
151021,LIMA,YAUYOS,MIRAFLORES,LIMA-YAUYOS-MIRAFLORES,E,ZonasEscolares/excels/LIMA-YAUYOS-MIRAFLORES.xlsx
151022,LIMA,YAUYOS,OMAS,LIMA-YAUYOS-OMAS,F,ZonasEscolares/excels/LIMA-YAUYOS-OMAS.xlsx
151023,LIMA,YAUYOS,PUTINZA,LIMA-YAUYOS-PUTINZA,E,ZonasEscolares/excels/LIMA-YAUYOS-PUTINZA.xlsx
151024,LIMA,YAUYOS,QUINCHES,LIMA-YAUYOS-QUINCHES,F,ZonasEscolares/excels/LIMA-YAUYOS-QUINCHES.xlsx
151025,LIMA,YAUYOS,QUINOCAY,LIMA-YAUYOS-QUINOCAY,E,ZonasEscolares/excels/LIMA-YAUYOS-QUINOCAY.xlsx
151026,LIMA,YAUYOS,SAN_JOAQUIN,LIMA-YAUYOS-SAN_JOAQUIN,E,ZonasEscolares/excels/LIMA-YAUYOS-SAN_JOAQUIN.xlsx
151027,LIMA,YAUYOS,SAN_PEDRO_DE_PILAS,LIMA-YAUYOS-SAN_PEDRO_DE_PILAS,E,ZonasEscolares/excels/LIMA-YAUYOS-SAN_PEDRO_DE_PILAS.xlsx
151028,LIMA,YAUYOS,TANTA,LIMA-YAUYOS-TANTA,E,ZonasEscolares/excels/LIMA-YAUYOS-TANTA.xlsx
151029,LIMA,YAUYOS,TAURIPAMPA,LIMA-YAUYOS-TAURIPAMPA,E,ZonasEscolares/excels/LIMA-YAUYOS-TAURIPAMPA.xlsx
151030,LIMA,YAUYOS,TOMAS,LIMA-YAUYOS-TOMAS,F,ZonasEscolares/excels/LIMA-YAUYOS-TOMAS.xlsx
151031,LIMA,YAUYOS,TUPE,LIMA-YAUYOS-TUPE,F,ZonasEscolares/excels/LIMA-YAUYOS-TUPE.xlsx
151032,LIMA,YAUYOS,VIÑAC,LIMA-YAUYOS-VIÑAC,F,ZonasEscolares/excels/LIMA-YAUYOS-VIÑAC.xlsx
151033,LIMA,YAUYOS,VITIS,LIMA-YAUYOS-VITIS,E,ZonasEscolares/excels/LIMA-YAUYOS-VITIS.xlsx
160101,LORETO,MAYNAS,IQUITOS,LORETO-MAYNAS-IQUITOS,A,ZonasEscolares/excels/LORETO-MAYNAS-IQUITOS.xlsx
160102,LORETO,MAYNAS,ALTO_NANAY,LORETO-MAYNAS-ALTO_NANAY,G,ZonasEscolares/excels/LORETO-MAYNAS-ALTO_NANAY.xlsx
160103,LORETO,MAYNAS,FERNANDO_LORES,LORETO-MAYNAS-FERNANDO_LORES,F,ZonasEscolares/excels/LORETO-MAYNAS-FERNANDO_LORES.xlsx
160104,LORETO,MAYNAS,INDIANA,LORETO-MAYNAS-INDIANA,F,ZonasEscolares/excels/LORETO-MAYNAS-INDIANA.xlsx
160105,LORETO,MAYNAS,LAS_AMAZONAS,LORETO-MAYNAS-LAS_AMAZONAS,G,ZonasEscolares/excels/LORETO-MAYNAS-LAS_AMAZONAS.xlsx
160106,LORETO,MAYNAS,MAZAN,LORETO-MAYNAS-MAZAN,F,ZonasEscolares/excels/LORETO-MAYNAS-MAZAN.xlsx
160107,LORETO,MAYNAS,NAPO,LORETO-MAYNAS-NAPO,G,ZonasEscolares/excels/LORETO-MAYNAS-NAPO.xlsx
160108,LORETO,MAYNAS,PUNCHANA,LORETO-MAYNAS-PUNCHANA,D,ZonasEscolares/excels/LORETO-MAYNAS-PUNCHANA.xlsx
160110,LORETO,MAYNAS,TORRES_CAUSANA,LORETO-MAYNAS-TORRES_CAUSANA,G,ZonasEscolares/excels/LORETO-MAYNAS-TORRES_CAUSANA.xlsx
160112,LORETO,MAYNAS,BELEN,LORETO-MAYNAS-BELEN,D,ZonasEscolares/excels/LORETO-MAYNAS-BELEN.xlsx
160113,LORETO,MAYNAS,SAN_JUAN_BAUTISTA,LORETO-MAYNAS-SAN_JUAN_BAUTISTA,D,ZonasEscolares/excels/LORETO-MAYNAS-SAN_JUAN_BAUTISTA.xlsx
160201,LORETO,ALTO_AMAZONAS,YURIMAGUAS,LORETO-ALTO_AMAZONAS-YURIMAGUAS,A,ZonasEscolares/excels/LORETO-ALTO_AMAZONAS-YURIMAGUAS.xlsx
160202,LORETO,ALTO_AMAZONAS,BALSAPUERTO,LORETO-ALTO_AMAZONAS-BALSAPUERTO,G,ZonasEscolares/excels/LORETO-ALTO_AMAZONAS-BALSAPUERTO.xlsx
160205,LORETO,ALTO_AMAZONAS,JEBEROS,LORETO-ALTO_AMAZONAS-JEBEROS,F,ZonasEscolares/excels/LORETO-ALTO_AMAZONAS-JEBEROS.xlsx
160206,LORETO,ALTO_AMAZONAS,LAGUNAS,LORETO-ALTO_AMAZONAS-LAGUNAS,F,ZonasEscolares/excels/LORETO-ALTO_AMAZONAS-LAGUNAS.xlsx
160210,LORETO,ALTO_AMAZONAS,SANTA_CRUZ,LORETO-ALTO_AMAZONAS-SANTA_CRUZ,G,ZonasEscolares/excels/LORETO-ALTO_AMAZONAS-SANTA_CRUZ.xlsx
160211,LORETO,ALTO_AMAZONAS,TENIENTE_CESAR_LOPEZ_ROJAS,LORETO-ALTO_AMAZONAS-TENIENTE_CESAR_LOPEZ_ROJAS,F,ZonasEscolares/excels/LORETO-ALTO_AMAZONAS-TENIENTE_CESAR_LOPEZ_ROJAS.xlsx
160301,LORETO,LORETO,NAUTA,LORETO-LORETO-NAUTA,B,ZonasEscolares/excels/LORETO-LORETO-NAUTA.xlsx
160302,LORETO,LORETO,PARINARI,LORETO-LORETO-PARINARI,G,ZonasEscolares/excels/LORETO-LORETO-PARINARI.xlsx
160303,LORETO,LORETO,TIGRE,LORETO-LORETO-TIGRE,G,ZonasEscolares/excels/LORETO-LORETO-TIGRE.xlsx
160304,LORETO,LORETO,TROMPETEROS,LORETO-LORETO-TROMPETEROS,G,ZonasEscolares/excels/LORETO-LORETO-TROMPETEROS.xlsx
160305,LORETO,LORETO,URARINAS,LORETO-LORETO-URARINAS,G,ZonasEscolares/excels/LORETO-LORETO-URARINAS.xlsx
160401,LORETO,MARISCAL_RAMON_CASTILLA,RAMON_CASTILLA,LORETO-MARISCAL_RAMON_CASTILLA-RAMON_CASTILLA,B,ZonasEscolares/excels/LORETO-MARISCAL_RAMON_CASTILLA-RAMON_CASTILLA.xlsx
160402,LORETO,MARISCAL_RAMON_CASTILLA,PEBAS,LORETO-MARISCAL_RAMON_CASTILLA-PEBAS,G,ZonasEscolares/excels/LORETO-MARISCAL_RAMON_CASTILLA-PEBAS.xlsx
160403,LORETO,MARISCAL_RAMON_CASTILLA,YAVARI,LORETO-MARISCAL_RAMON_CASTILLA-YAVARI,G,ZonasEscolares/excels/LORETO-MARISCAL_RAMON_CASTILLA-YAVARI.xlsx
160404,LORETO,MARISCAL_RAMON_CASTILLA,SAN_PABLO,LORETO-MARISCAL_RAMON_CASTILLA-SAN_PABLO,G,ZonasEscolares/excels/LORETO-MARISCAL_RAMON_CASTILLA-SAN_PABLO.xlsx
160501,LORETO,REQUENA,REQUENA,LORETO-REQUENA-REQUENA,A,ZonasEscolares/excels/LORETO-REQUENA-REQUENA.xlsx
160502,LORETO,REQUENA,ALTO_TAPICHE,LORETO-REQUENA-ALTO_TAPICHE,F,ZonasEscolares/excels/LORETO-REQUENA-ALTO_TAPICHE.xlsx
160503,LORETO,REQUENA,CAPELO,LORETO-REQUENA-CAPELO,F,ZonasEscolares/excels/LORETO-REQUENA-CAPELO.xlsx
160504,LORETO,REQUENA,EMILIO_SAN_MARTIN,LORETO-REQUENA-EMILIO_SAN_MARTIN,F,ZonasEscolares/excels/LORETO-REQUENA-EMILIO_SAN_MARTIN.xlsx
160505,LORETO,REQUENA,MAQUIA,LORETO-REQUENA-MAQUIA,G,ZonasEscolares/excels/LORETO-REQUENA-MAQUIA.xlsx
160506,LORETO,REQUENA,PUINAHUA,LORETO-REQUENA-PUINAHUA,F,ZonasEscolares/excels/LORETO-REQUENA-PUINAHUA.xlsx
160507,LORETO,REQUENA,SAQUENA,LORETO-REQUENA-SAQUENA,G,ZonasEscolares/excels/LORETO-REQUENA-SAQUENA.xlsx
160508,LORETO,REQUENA,SOPLIN,LORETO-REQUENA-SOPLIN,G,ZonasEscolares/excels/LORETO-REQUENA-SOPLIN.xlsx
160509,LORETO,REQUENA,TAPICHE,LORETO-REQUENA-TAPICHE,F,ZonasEscolares/excels/LORETO-REQUENA-TAPICHE.xlsx
160510,LORETO,REQUENA,JENARO_HERRERA,LORETO-REQUENA-JENARO_HERRERA,E,ZonasEscolares/excels/LORETO-REQUENA-JENARO_HERRERA.xlsx
160511,LORETO,REQUENA,YAQUERANA,LORETO-REQUENA-YAQUERANA,F,ZonasEscolares/excels/LORETO-REQUENA-YAQUERANA.xlsx
160601,LORETO,UCAYALI,CONTAMANA,LORETO-UCAYALI-CONTAMANA,B,ZonasEscolares/excels/LORETO-UCAYALI-CONTAMANA.xlsx
160602,LORETO,UCAYALI,INAHUAYA,LORETO-UCAYALI-INAHUAYA,F,ZonasEscolares/excels/LORETO-UCAYALI-INAHUAYA.xlsx
160603,LORETO,UCAYALI,PADRE_MARQUEZ,LORETO-UCAYALI-PADRE_MARQUEZ,F,ZonasEscolares/excels/LORETO-UCAYALI-PADRE_MARQUEZ.xlsx
160604,LORETO,UCAYALI,PAMPA_HERMOSA,LORETO-UCAYALI-PAMPA_HERMOSA,G,ZonasEscolares/excels/LORETO-UCAYALI-PAMPA_HERMOSA.xlsx
160605,LORETO,UCAYALI,SARAYACU,LORETO-UCAYALI-SARAYACU,F,ZonasEscolares/excels/LORETO-UCAYALI-SARAYACU.xlsx
160606,LORETO,UCAYALI,VARGAS_GUERRA,LORETO-UCAYALI-VARGAS_GUERRA,E,ZonasEscolares/excels/LORETO-UCAYALI-VARGAS_GUERRA.xlsx
160701,LORETO,DATEM_DEL_MARAÑON,BARRANCA,LORETO-DATEM_DEL_MARAÑON-BARRANCA,B,ZonasEscolares/excels/LORETO-DATEM_DEL_MARAÑON-BARRANCA.xlsx
160702,LORETO,DATEM_DEL_MARAÑON,CAHUAPANAS,LORETO-DATEM_DEL_MARAÑON-CAHUAPANAS,G,ZonasEscolares/excels/LORETO-DATEM_DEL_MARAÑON-CAHUAPANAS.xlsx
160703,LORETO,DATEM_DEL_MARAÑON,MANSERICHE,LORETO-DATEM_DEL_MARAÑON-MANSERICHE,G,ZonasEscolares/excels/LORETO-DATEM_DEL_MARAÑON-MANSERICHE.xlsx
160704,LORETO,DATEM_DEL_MARAÑON,MORONA,LORETO-DATEM_DEL_MARAÑON-MORONA,F,ZonasEscolares/excels/LORETO-DATEM_DEL_MARAÑON-MORONA.xlsx
160705,LORETO,DATEM_DEL_MARAÑON,PASTAZA,LORETO-DATEM_DEL_MARAÑON-PASTAZA,F,ZonasEscolares/excels/LORETO-DATEM_DEL_MARAÑON-PASTAZA.xlsx
160706,LORETO,DATEM_DEL_MARAÑON,ANDOAS,LORETO-DATEM_DEL_MARAÑON-ANDOAS,G,ZonasEscolares/excels/LORETO-DATEM_DEL_MARAÑON-ANDOAS.xlsx
160801,LORETO,PUTUMAYO,PUTUMAYO,LORETO-PUTUMAYO-PUTUMAYO,B,ZonasEscolares/excels/LORETO-PUTUMAYO-PUTUMAYO.xlsx
160802,LORETO,PUTUMAYO,ROSA_PANDURO,LORETO-PUTUMAYO-ROSA_PANDURO,F,ZonasEscolares/excels/LORETO-PUTUMAYO-ROSA_PANDURO.xlsx
160803,LORETO,PUTUMAYO,TENIENTE_MANUEL_CLAVERO,LORETO-PUTUMAYO-TENIENTE_MANUEL_CLAVERO,G,ZonasEscolares/excels/LORETO-PUTUMAYO-TENIENTE_MANUEL_CLAVERO.xlsx
160804,LORETO,PUTUMAYO,YAGUAS,LORETO-PUTUMAYO-YAGUAS,G,ZonasEscolares/excels/LORETO-PUTUMAYO-YAGUAS.xlsx
170101,MADRE_DE_DIOS,TAMBOPATA,TAMBOPATA,MADRE_DE_DIOS-TAMBOPATA-TAMBOPATA,A,ZonasEscolares/excels/MADRE_DE_DIOS-TAMBOPATA-TAMBOPATA.xlsx
170102,MADRE_DE_DIOS,TAMBOPATA,INAMBARI,MADRE_DE_DIOS-TAMBOPATA-INAMBARI,F,ZonasEscolares/excels/MADRE_DE_DIOS-TAMBOPATA-INAMBARI.xlsx
170103,MADRE_DE_DIOS,TAMBOPATA,LAS_PIEDRAS,MADRE_DE_DIOS-TAMBOPATA-LAS_PIEDRAS,D,ZonasEscolares/excels/MADRE_DE_DIOS-TAMBOPATA-LAS_PIEDRAS.xlsx
170104,MADRE_DE_DIOS,TAMBOPATA,LABERINTO,MADRE_DE_DIOS-TAMBOPATA-LABERINTO,E,ZonasEscolares/excels/MADRE_DE_DIOS-TAMBOPATA-LABERINTO.xlsx
170201,MADRE_DE_DIOS,MANU,MANU,MADRE_DE_DIOS-MANU-MANU,B,ZonasEscolares/excels/MADRE_DE_DIOS-MANU-MANU.xlsx
170202,MADRE_DE_DIOS,MANU,FITZCARRALD,MADRE_DE_DIOS-MANU-FITZCARRALD,G,ZonasEscolares/excels/MADRE_DE_DIOS-MANU-FITZCARRALD.xlsx
170203,MADRE_DE_DIOS,MANU,MADRE_DE_DIOS,MADRE_DE_DIOS-MANU-MADRE_DE_DIOS,F,ZonasEscolares/excels/MADRE_DE_DIOS-MANU-MADRE_DE_DIOS.xlsx
170204,MADRE_DE_DIOS,MANU,HUEPETUHE,MADRE_DE_DIOS-MANU-HUEPETUHE,E,ZonasEscolares/excels/MADRE_DE_DIOS-MANU-HUEPETUHE.xlsx
170301,MADRE_DE_DIOS,TAHUAMANU,IÑAPARI,MADRE_DE_DIOS-TAHUAMANU-IÑAPARI,B,ZonasEscolares/excels/MADRE_DE_DIOS-TAHUAMANU-IÑAPARI.xlsx
170302,MADRE_DE_DIOS,TAHUAMANU,IBERIA,MADRE_DE_DIOS-TAHUAMANU-IBERIA,E,ZonasEscolares/excels/MADRE_DE_DIOS-TAHUAMANU-IBERIA.xlsx
170303,MADRE_DE_DIOS,TAHUAMANU,TAHUAMANU,MADRE_DE_DIOS-TAHUAMANU-TAHUAMANU,F,ZonasEscolares/excels/MADRE_DE_DIOS-TAHUAMANU-TAHUAMANU.xlsx
180101,MOQUEGUA,MARISCAL_NIETO,MOQUEGUA,MOQUEGUA-MARISCAL_NIETO-MOQUEGUA,A,ZonasEscolares/excels/MOQUEGUA-MARISCAL_NIETO-MOQUEGUA.xlsx
180102,MOQUEGUA,MARISCAL_NIETO,CARUMAS,MOQUEGUA-MARISCAL_NIETO-CARUMAS,F,ZonasEscolares/excels/MOQUEGUA-MARISCAL_NIETO-CARUMAS.xlsx
180103,MOQUEGUA,MARISCAL_NIETO,CUCHUMBAYA,MOQUEGUA-MARISCAL_NIETO-CUCHUMBAYA,E,ZonasEscolares/excels/MOQUEGUA-MARISCAL_NIETO-CUCHUMBAYA.xlsx
180104,MOQUEGUA,MARISCAL_NIETO,SAMEGUA,MOQUEGUA-MARISCAL_NIETO-SAMEGUA,D,ZonasEscolares/excels/MOQUEGUA-MARISCAL_NIETO-SAMEGUA.xlsx
180105,MOQUEGUA,MARISCAL_NIETO,SAN_CRISTOBAL,MOQUEGUA-MARISCAL_NIETO-SAN_CRISTOBAL,E,ZonasEscolares/excels/MOQUEGUA-MARISCAL_NIETO-SAN_CRISTOBAL.xlsx
180106,MOQUEGUA,MARISCAL_NIETO,TORATA,MOQUEGUA-MARISCAL_NIETO-TORATA,F,ZonasEscolares/excels/MOQUEGUA-MARISCAL_NIETO-TORATA.xlsx
180107,MOQUEGUA,MARISCAL_NIETO,SAN_ANTONIO,MOQUEGUA-MARISCAL_NIETO-SAN_ANTONIO,G,ZonasEscolares/excels/MOQUEGUA-MARISCAL_NIETO-SAN_ANTONIO.xlsx
180201,MOQUEGUA,GENERAL_SANCHEZ_CERRO,OMATE,MOQUEGUA-GENERAL_SANCHEZ_CERRO-OMATE,B,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-OMATE.xlsx
180202,MOQUEGUA,GENERAL_SANCHEZ_CERRO,CHOJATA,MOQUEGUA-GENERAL_SANCHEZ_CERRO-CHOJATA,F,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-CHOJATA.xlsx
180203,MOQUEGUA,GENERAL_SANCHEZ_CERRO,COALAQUE,MOQUEGUA-GENERAL_SANCHEZ_CERRO-COALAQUE,F,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-COALAQUE.xlsx
180204,MOQUEGUA,GENERAL_SANCHEZ_CERRO,ICHUÑA,MOQUEGUA-GENERAL_SANCHEZ_CERRO-ICHUÑA,G,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-ICHUÑA.xlsx
180205,MOQUEGUA,GENERAL_SANCHEZ_CERRO,LA_CAPILLA,MOQUEGUA-GENERAL_SANCHEZ_CERRO-LA_CAPILLA,G,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-LA_CAPILLA.xlsx
180206,MOQUEGUA,GENERAL_SANCHEZ_CERRO,LLOQUE,MOQUEGUA-GENERAL_SANCHEZ_CERRO-LLOQUE,E,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-LLOQUE.xlsx
180207,MOQUEGUA,GENERAL_SANCHEZ_CERRO,MATALAQUE,MOQUEGUA-GENERAL_SANCHEZ_CERRO-MATALAQUE,F,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-MATALAQUE.xlsx
180208,MOQUEGUA,GENERAL_SANCHEZ_CERRO,PUQUINA,MOQUEGUA-GENERAL_SANCHEZ_CERRO-PUQUINA,E,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-PUQUINA.xlsx
180209,MOQUEGUA,GENERAL_SANCHEZ_CERRO,QUINISTAQUILLAS,MOQUEGUA-GENERAL_SANCHEZ_CERRO-QUINISTAQUILLAS,F,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-QUINISTAQUILLAS.xlsx
180210,MOQUEGUA,GENERAL_SANCHEZ_CERRO,UBINAS,MOQUEGUA-GENERAL_SANCHEZ_CERRO-UBINAS,F,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-UBINAS.xlsx
180211,MOQUEGUA,GENERAL_SANCHEZ_CERRO,YUNGA,MOQUEGUA-GENERAL_SANCHEZ_CERRO-YUNGA,F,ZonasEscolares/excels/MOQUEGUA-GENERAL_SANCHEZ_CERRO-YUNGA.xlsx
180301,MOQUEGUA,ILO,ILO,MOQUEGUA-ILO-ILO,A,ZonasEscolares/excels/MOQUEGUA-ILO-ILO.xlsx
180302,MOQUEGUA,ILO,EL_ALGARROBAL,MOQUEGUA-ILO-EL_ALGARROBAL,D,ZonasEscolares/excels/MOQUEGUA-ILO-EL_ALGARROBAL.xlsx
180303,MOQUEGUA,ILO,PACOCHA,MOQUEGUA-ILO-PACOCHA,D,ZonasEscolares/excels/MOQUEGUA-ILO-PACOCHA.xlsx
190101,PASCO,PASCO,CHAUPIMARCA,PASCO-PASCO-CHAUPIMARCA,A,ZonasEscolares/excels/PASCO-PASCO-CHAUPIMARCA.xlsx
190102,PASCO,PASCO,HUACHON,PASCO-PASCO-HUACHON,F,ZonasEscolares/excels/PASCO-PASCO-HUACHON.xlsx
190103,PASCO,PASCO,HUARIACA,PASCO-PASCO-HUARIACA,E,ZonasEscolares/excels/PASCO-PASCO-HUARIACA.xlsx
190104,PASCO,PASCO,HUAYLLAY,PASCO-PASCO-HUAYLLAY,E,ZonasEscolares/excels/PASCO-PASCO-HUAYLLAY.xlsx
190105,PASCO,PASCO,NINACACA,PASCO-PASCO-NINACACA,E,ZonasEscolares/excels/PASCO-PASCO-NINACACA.xlsx
190106,PASCO,PASCO,PALLANCHACRA,PASCO-PASCO-PALLANCHACRA,F,ZonasEscolares/excels/PASCO-PASCO-PALLANCHACRA.xlsx
190107,PASCO,PASCO,PAUCARTAMBO,PASCO-PASCO-PAUCARTAMBO,E,ZonasEscolares/excels/PASCO-PASCO-PAUCARTAMBO.xlsx
190108,PASCO,PASCO,SAN_FRANCISCO_DE_ASIS_DE_YARUSYACAN,PASCO-PASCO-SAN_FRANCISCO_DE_ASIS_DE_YARUSYACAN,F,ZonasEscolares/excels/PASCO-PASCO-SAN_FRANCISCO_DE_ASIS_DE_YARUSYACAN.xlsx
190109,PASCO,PASCO,SIMON_BOLIVAR,PASCO-PASCO-SIMON_BOLIVAR,D,ZonasEscolares/excels/PASCO-PASCO-SIMON_BOLIVAR.xlsx
190110,PASCO,PASCO,TICLACAYAN,PASCO-PASCO-TICLACAYAN,F,ZonasEscolares/excels/PASCO-PASCO-TICLACAYAN.xlsx
190111,PASCO,PASCO,TINYAHUARCO,PASCO-PASCO-TINYAHUARCO,E,ZonasEscolares/excels/PASCO-PASCO-TINYAHUARCO.xlsx
190112,PASCO,PASCO,VICCO,PASCO-PASCO-VICCO,E,ZonasEscolares/excels/PASCO-PASCO-VICCO.xlsx
190113,PASCO,PASCO,YANACANCHA,PASCO-PASCO-YANACANCHA,D,ZonasEscolares/excels/PASCO-PASCO-YANACANCHA.xlsx
190201,PASCO,DANIEL_ALCIDES_CARRION,YANAHUANCA,PASCO-DANIEL_ALCIDES_CARRION-YANAHUANCA,B,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-YANAHUANCA.xlsx
190202,PASCO,DANIEL_ALCIDES_CARRION,CHACAYAN,PASCO-DANIEL_ALCIDES_CARRION-CHACAYAN,E,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-CHACAYAN.xlsx
190203,PASCO,DANIEL_ALCIDES_CARRION,GOYLLARISQUIZGA,PASCO-DANIEL_ALCIDES_CARRION-GOYLLARISQUIZGA,E,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-GOYLLARISQUIZGA.xlsx
190204,PASCO,DANIEL_ALCIDES_CARRION,PAUCAR,PASCO-DANIEL_ALCIDES_CARRION-PAUCAR,E,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-PAUCAR.xlsx
190205,PASCO,DANIEL_ALCIDES_CARRION,SAN_PEDRO_DE_PILLAO,PASCO-DANIEL_ALCIDES_CARRION-SAN_PEDRO_DE_PILLAO,E,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-SAN_PEDRO_DE_PILLAO.xlsx
190206,PASCO,DANIEL_ALCIDES_CARRION,SANTA_ANA_DE_TUSI,PASCO-DANIEL_ALCIDES_CARRION-SANTA_ANA_DE_TUSI,G,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-SANTA_ANA_DE_TUSI.xlsx
190207,PASCO,DANIEL_ALCIDES_CARRION,TAPUC,PASCO-DANIEL_ALCIDES_CARRION-TAPUC,E,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-TAPUC.xlsx
190208,PASCO,DANIEL_ALCIDES_CARRION,VILCABAMBA,PASCO-DANIEL_ALCIDES_CARRION-VILCABAMBA,F,ZonasEscolares/excels/PASCO-DANIEL_ALCIDES_CARRION-VILCABAMBA.xlsx
190301,PASCO,OXAPAMPA,OXAPAMPA,PASCO-OXAPAMPA-OXAPAMPA,B,ZonasEscolares/excels/PASCO-OXAPAMPA-OXAPAMPA.xlsx
190302,PASCO,OXAPAMPA,CHONTABAMBA,PASCO-OXAPAMPA-CHONTABAMBA,F,ZonasEscolares/excels/PASCO-OXAPAMPA-CHONTABAMBA.xlsx
190303,PASCO,OXAPAMPA,HUANCABAMBA,PASCO-OXAPAMPA-HUANCABAMBA,F,ZonasEscolares/excels/PASCO-OXAPAMPA-HUANCABAMBA.xlsx
190304,PASCO,OXAPAMPA,PALCAZU,PASCO-OXAPAMPA-PALCAZU,G,ZonasEscolares/excels/PASCO-OXAPAMPA-PALCAZU.xlsx
190305,PASCO,OXAPAMPA,POZUZO,PASCO-OXAPAMPA-POZUZO,G,ZonasEscolares/excels/PASCO-OXAPAMPA-POZUZO.xlsx
190306,PASCO,OXAPAMPA,PUERTO_BERMUDEZ,PASCO-OXAPAMPA-PUERTO_BERMUDEZ,F,ZonasEscolares/excels/PASCO-OXAPAMPA-PUERTO_BERMUDEZ.xlsx
190307,PASCO,OXAPAMPA,VILLA_RICA,PASCO-OXAPAMPA-VILLA_RICA,E,ZonasEscolares/excels/PASCO-OXAPAMPA-VILLA_RICA.xlsx
190308,PASCO,OXAPAMPA,CONSTITUCION,PASCO-OXAPAMPA-CONSTITUCION,F,ZonasEscolares/excels/PASCO-OXAPAMPA-CONSTITUCION.xlsx
200101,PIURA,PIURA,PIURA,PIURA-PIURA-PIURA,A,ZonasEscolares/excels/PIURA-PIURA-PIURA.xlsx
200104,PIURA,PIURA,CASTILLA,PIURA-PIURA-CASTILLA,D,ZonasEscolares/excels/PIURA-PIURA-CASTILLA.xlsx
200105,PIURA,PIURA,CATACAOS,PIURA-PIURA-CATACAOS,D,ZonasEscolares/excels/PIURA-PIURA-CATACAOS.xlsx
200107,PIURA,PIURA,CURA_MORI,PIURA-PIURA-CURA_MORI,E,ZonasEscolares/excels/PIURA-PIURA-CURA_MORI.xlsx
200108,PIURA,PIURA,EL_TALLAN,PIURA-PIURA-EL_TALLAN,E,ZonasEscolares/excels/PIURA-PIURA-EL_TALLAN.xlsx
200109,PIURA,PIURA,LA_ARENA,PIURA-PIURA-LA_ARENA,D,ZonasEscolares/excels/PIURA-PIURA-LA_ARENA.xlsx
200110,PIURA,PIURA,LA_UNION,PIURA-PIURA-LA_UNION,D,ZonasEscolares/excels/PIURA-PIURA-LA_UNION.xlsx
200111,PIURA,PIURA,LAS_LOMAS,PIURA-PIURA-LAS_LOMAS,F,ZonasEscolares/excels/PIURA-PIURA-LAS_LOMAS.xlsx
200114,PIURA,PIURA,TAMBO_GRANDE,PIURA-PIURA-TAMBO_GRANDE,D,ZonasEscolares/excels/PIURA-PIURA-TAMBO_GRANDE.xlsx
200115,PIURA,PIURA,VEINTISEIS_DE_OCTUBRE,PIURA-PIURA-VEINTISEIS_DE_OCTUBRE,D,ZonasEscolares/excels/PIURA-PIURA-VEINTISEIS_DE_OCTUBRE.xlsx
200201,PIURA,AYABACA,AYABACA,PIURA-AYABACA-AYABACA,B,ZonasEscolares/excels/PIURA-AYABACA-AYABACA.xlsx
200202,PIURA,AYABACA,FRIAS,PIURA-AYABACA-FRIAS,G,ZonasEscolares/excels/PIURA-AYABACA-FRIAS.xlsx
200203,PIURA,AYABACA,JILILI,PIURA-AYABACA-JILILI,G,ZonasEscolares/excels/PIURA-AYABACA-JILILI.xlsx
200204,PIURA,AYABACA,LAGUNAS,PIURA-AYABACA-LAGUNAS,G,ZonasEscolares/excels/PIURA-AYABACA-LAGUNAS.xlsx
200205,PIURA,AYABACA,MONTERO,PIURA-AYABACA-MONTERO,G,ZonasEscolares/excels/PIURA-AYABACA-MONTERO.xlsx
200206,PIURA,AYABACA,PACAIPAMPA,PIURA-AYABACA-PACAIPAMPA,G,ZonasEscolares/excels/PIURA-AYABACA-PACAIPAMPA.xlsx
