Codigo_Unico;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;nombre_establecimiento;Direccion;Categoria;Competencia_Via;Competencia Administrativa;Siniestros_fatales
26979;211101;PUNO;SAN ROMAN;JULIACA;-15.4996879;-70.129653;"Centro de AtenciA≥n Integral ""Sumaq kausay""";"CALLE 4 MANZANA Q LOTE 7;24 URBANIZACI? San Jorge DISTRITO SAN MIGUEL PROVINCIA SAN ROMAN DEPARTAMENTO PUNO";I-2;DISTRITAL;PROVINCIAL;0
28204;150106;LIMA;LIMA;CARABAYLLO;-11.8938564;-77.0410012;CONSULTORIO ODONTOLOGICO DOMIDENT;AVENIDA CONDORCANQUI MZ U LOTE 11 SANTO DOMINGO 5TA ETAPA DISTRITO CARABAYLLO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;1
8724;40126;AREQUIPA;AREQUIPA;YANAHUARA;-16.3922236;-71.5399678;CONSULTORIO MAâDICO DE OFTALMOLOGAçA;AVENIDA ESQUINA PUENTE GRAU CON AV. BOLOGNESI S/N OF. 427 NUMERO S/N DISTRITO CAYMA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
28042;230101;TACNA;TACNA;TACNA;-18.017102;-70.2563004;CONSULTORIO DE OTORRINOLARINGOLOGIA;CALLE LORETO NUMERO 267 PISO 4 INTERIOR 10 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-2;DISTRITAL;PROVINCIAL;0
26546;150101;LIMA;LIMA;LIMA;-12.0545097;-77.0685741;CONSULTORIO ODONTOLOGICO MR DENT;AVENIDA REYNALDO SAAVEDRA PINON 2660 UV UNIDAD VECINAL DE MIRONES DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;DISTRITAL;PROVINCIAL;0
3561;50104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.17762185;-74.21914362;PUESTO DE SALUD POKRAS;AVENIDA AV POKRAS S/N NUMERO S/N DISTRITO CARMEN ALTO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3651;50403;AYACUCHO;HUANTA;HUAMANGUILLA;-13.02510167;-74.15692167;PUESTO DE SALUD QUITURARA;PLAZA PLAZA PRINCIPAL DE QUITURARA DISTRITO HUAMANGUILLA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
28593;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.15601292;-76.97269812;"CONSULTORIO DENTAL "" SUMAQ DENT """;AVENIDA SAN JUAN NUMERO 1025 DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
1288;40113;AREQUIPA;AREQUIPA;POCSI;-16.5179115;-71.38953157;PUESTO DE SALUD POCSI;OTROS MZ 0 LT 2 DISTRITO POCSI PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-1;PROVINCIAL;DISTRITAL;0
28760;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1343798;-76.9902348;CONSULTORIO ODONTOLOGICO  ODONTORIOS;AVENIDA VELASCO ASTETE ALEJANDRO 2742 2760 MZ A1 LT 000003 URBANIZACION VISTA ALEGRE DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
5847;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-12.0105371;-76.9792263;CENTRO DE SALUD MANGOMARCA;AVENIDA AV. EL SANTUARIO S/N(CDRA. 24 S/N) URB. MANGOMARCA NUMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
26975;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0686357;-75.214804;POLICLINICO DE LA FRATERNIDAD;AVENIDA PASEO LA BREAëA NUMERO 639 DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-3;DISTRITAL;PROVINCIAL;0
29850;70106;CALLAO;CALLAO;VENTANILLA;-11.82879367;-77.15500155;CONSULTORIO ZONADENTALC;CALLE Cabo Blanco PISO 1 MANZANA n1 LOTE 1 URBANIZACION proyecto nuevo pachacutec DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;DISTRITAL;0
6248;70101;CALLAO;CALLAO;CALLAO;-12.02515855;-77.10084785;PUESTO DE SALUD POLIGONO IV;OTROS AA.HH. BOCANEGRA - SECTOR V AA.HH. BOCANEGRA - SECTOR V CALLAO CALLAO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
3664;50405;AYACUCHO;HUANTA;LURICOCHA;-12.91814667;-74.29727833;PUESTO DE SALUD AZANGARO;PLAZA PLAZA PRINCIPAL DE AZANGARO DISTRITO LURICOCHA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
28462;60801;CAJAMARCA;JAEN;JAEN;-5.7116759;-78.8061109;CONSULTORIO MEDICO ESPECIALIZADO GASTROCENTER JAEN;AVENIDA MESONES MURO NUMERO 259 PISO 1 DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
25090;150134;LIMA;LIMA;SAN LUIS;-12.0750916;-76.993339;San Francisco Consultorio Dental;AVENIDA del aire 1583 NUMERO 1583 PISO 1 DEPARTAMENTO 1 LOTE 17 URBANIZACION La ViA±a DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
24962;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.0419882;-76.9700669;Consultorio Odontologico PRO-DENTIST;JunA≠n NUMERO 600 PISO 1 DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
28832;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59938758;-69.18286966;CENTRO MEDICO SANTA ROSA;AVENIDA FITZCARRALD NUMERO 252 PISO 1 DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS;I-3;DISTRITAL;PROVINCIAL;0
14813;150103;LIMA;LIMA;ATE;-12.04354099;-76.92971683;CONSULTORIO ODONTOLOGICO LOS PORTALES;OTROS MZA. A-1 LOTE. 03 URB. LOS PORTALES DE JAVIER PRADO DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
29305;120101;JUNIN;HUANCAYO;HUANCAYO;-12.07614303;-75.2101466;CENTRO INTEGRAL ODONTOLOGICO CLASE A;JUNIN NUMERO 1139 PISO 1 DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-3;DISTRITAL;PROVINCIAL;0
12008;230101;TACNA;TACNA;TACNA;-18.00933064;-70.24826226;"CONSULTORIO DE ENFERMERIA ""STA. MARIA AUXILIADORA""";CALLE CALLE PATRICO MELENDEZ N∫ 382 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-1;DISTRITAL;PROVINCIAL;0
13728;150117;LIMA;LIMA;LOS OLIVOS;-11.9910857;-77.0692183;CENTER FAMILY DENT CONSULTORIO DENTAL;AVENIDA AV CARLOS IZAGUIRRE 725 URB MERCURIO 1ERA ETAPA DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
30004;40126;AREQUIPA;AREQUIPA;YANAHUARA;-16.3902568;-71.5453307;OFTALNOVA CONSULTORIO MEDICO ESPECIALIZADO EN OFTALMOLOGIA;AVENIDA EJERCITO NUMERO 616 PISO 4 DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;1
27852;70104;CALLAO;CALLAO;LA PERLA;-12.0755982;-77.1146069;"CONSULTORIO ODONTOLAìGICO "" LAS MORERAS""";AVENIDA LA PAZ NUMERO 2321 PISO 1 URBANIZACION LAS MORERAS DISTRITO LA PERLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;DISTRITAL;0
27472;150123;LIMA;LIMA;PACHACAMAC;-12.2277402;-76.8625114;CONSULTORIO MEDICO SEAëOR DE LOS MILAGROS DE PACHACAMAC;LIMA 101, SECTOR PUEBLO TRADICIONAL PACHACAMAC CERCADO DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
28526;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.5892035;-69.1962596;MAS SALUD CENTRO MEDICO DE ESPECIALIDADES Y DIAGNOSTICO;CAJAMARCA NUMERO 238 DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS;I-3;DISTRITAL;PROVINCIAL;0
27427;150117;LIMA;LIMA;LOS OLIVOS;-11.9718156;-77.0691609;POLICLINICO  ROMA SOCIEDAD ANONIMA CERRADA;AVENIDA RIO  MARANON PISO 2 MANZANA S LOTE 8 URBANIZACION VILLA DEL NORTE DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
27838;150103;LIMA;LIMA;ATE;-12.0487499;-76.9499015;CONSULTORIO MEDICO T77;AVENIDA NICOLAS AYLLON NUMERO 3820 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
27634;200101;PIURA;PIURA;PIURA;-5.1782884;-80.6548882;CENTRO MEDICO ASISTENCIAL SAN ANDRES S.A.C.;URBANIZACION ANGAMOS INTERIOR 101 MANZANA L LOTE 08 DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-3;DISTRITAL;PROVINCIAL;0
26983;70104;CALLAO;CALLAO;LA PERLA;-12.06951082;-77.13151487;CENTRO DE SALUD MENTAL COMUNITARIO LA PERLA;AVENIDA LA PAZ CUADRA 3 LA PERLA CALLAO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
27194;70101;CALLAO;CALLAO;CALLAO;-12.009957;-77.09682549;CENTRO DE DIAGNOSTICO OMS;URBANIZACION SESQUICENTENARIO MANZANA L LOTE 9B URBANIZACION SESQUICENTENARIO DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
27876;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.10095803;-76.97008269;Consultorio Dental Dr. Diego Abarca;AVENIDA LA ENCALADA 1615/1649 OFICINA 207 A7, Blk. A, C.RES LIMA POLO AND HUNT CLUB DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
27569;70101;CALLAO;CALLAO;CALLAO;-12.02146085;-77.10418246;Consultorio Odontologico ZAMEDENT;AVENIDA Tomas Valle Sector 5 PISO 2 MANZANA G62 LOTE 4 URBANIZACION Bocanegra DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;PROVINCIAL;0
27579;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1638737;-74.2235641;CENTRO GINECOLAìGICO SIERRA MELLADO;LIBERTAD NUMERO 799 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;PROVINCIAL;0
26359;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.1617465;-78.5127855;CONSULTORIO ODONTOLAìGICO ADONAI;JOSE GALVEZ NUMERO 225 DISTRITO CAJAMARCA PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
26363;40112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.42035279;-71.50612391;POLICLINICO JESUS DE LA DIVINA MISERICORDIA;CALLE UNION NUMERO 0 MANZANA D LOTE 29 URBANIZACION CESAR VALLEJO DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
27464;40103;AREQUIPA;AREQUIPA;CAYMA;-16.3426764;-71.5427212;CENTRO DE SALUD MENTAL COMUNITARIO CAYMA;OTROS COMPLEJO HABITACIONAL DEAN VALDIVIA SECTOR 12 MANZANA M12 LOTE 1 ULTIMO PARADERO DE SOL DE ORO CAYMA AREQUIPA AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
28621;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1509902;-76.9512905;CONSULTORIO MEDICO CONTRERAS;AVENIDA JOSE CARLOS MARIATEGUI, MZ. 7, LT 14, P.J. JOSE CARLOS MARIATEGUI-ETAPA TERCERA, SECTOR VALLECITO BAJO, ZONA JOSE CARLOS MARIATEGUI DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;1
21228;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.09018343;-79.00239931;CENTRO DE SALUD MENTAL COMUNITARIA TRUJILLO DRA. FRIDA ALAYZA COSSAçO;AVENIDA CESAR VALLEJO/ MZ 45 AA. HH. HUERTA BELLA NUMERO S/N DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
6291;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-5.85579333;-77.24328833;PUESTO DE SALUD ATUMPLAYA;OTROS CAS. ATUMPLAYA S-N DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-2;DISTRITAL;PROVINCIAL;0
28546;150137;LIMA;LIMA;SANTA ANITA;-12.0538496;-76.9648024;"CONSULTORIO OBSTETRICO "" SANTA MARIA""";PASAJE MARABU NUMERO 115 PISO 2 DEPARTAMENTO 2 DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;1
3412;110104;ICA;ICA;OCUCAJE;-14.36473833;-75.68530833;PUESTO DE SALUD CORDOVA;CALLE CALLE PRINCIPAL S/N NUMERO S/N DISTRITO OCUCAJE PROVINCIA ICA DEPARTAMENTO ICA;I-2;PROVINCIAL;DISTRITAL;0
17698;40112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.42107376;-71.50804504;POLICLINICO SANTISIMO SAGRADO CORAZON DE JESUS S.A.C.;AVENIDA AV KENNEDY 1505 URB CESAR VALLEJO DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
28934;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59392172;-69.19914408;CONSULTORIO MAâDICO SAN SEBASTIAÅN II - MAR;JosA© Maria Arguedas MANZANA 12 K LOTE L DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS;I-2;DISTRITAL;PROVINCIAL;0
28576;150113;LIMA;LIMA;JESUS MARIA;-12.0729028;-77.0500612;CONSULTORIO DENTAL CORINA CONTRERAS;AVENIDA GENERAL GARZON NUMERO 1283 PISO 2 INTERIOR 214 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
28915;70101;CALLAO;CALLAO;CALLAO;-12.0177558;-77.09981083;CONSULTORIO DENTAL ORTODENT;OTROS AV. TOMAS VALLE BLOCK 17 TDA 103 ‚Äì 104. CONJUNTO HABITACIONAL SANTA ROSA CALLAO DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;PROVINCIAL;0
19759;150123;LIMA;LIMA;PACHACAMAC;-12.1243411;-76.8724101;CONSULTORIO DENTAL MEDIFE;AVENIDA AV. MIGUEL GRAU MZ.C LT.18 D 2¬∫ PISO HERTOS DE MANCHAY PACHACAMAC DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
28597;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.19564562;-76.95377222;CONSULTORIO DENTAL CHRYSTAL;OTROS SECTOR 1, GRUPO 17, MZ I, LOTE 01 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;1
28530;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.1563252;-78.51487738;"CONSULTORIO MEDICO ""ALLIN KAWSAY""";Jose Sabogal NUMERO 844 PISO 1 DEPARTAMENTO 1 DISTRITO CAJAMARCA PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
11036;230101;TACNA;TACNA;TACNA;-18.015915;-70.25353;"CONSULTORIO ODONTOLOGICO ""ODONTOTACNA""";CALLE CALLE CALLAO N∫  05 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-1;DISTRITAL;PROVINCIAL;0
28952;150105;LIMA;LIMA;BRE—A;-12.0662071;-77.0568438;CONSULTORIO MEDICO OBSTETRICO Y LABORATORIO SAN ANTONIO;CAJAMARCA NUMERO 214 PISO 1 DEPARTAMENTO 1 DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS;I-2;PROVINCIAL;DISTRITAL;0
2918;230101;TACNA;TACNA;TACNA;-18.01252003;-70.23112703;CENTRO DE SALUD LA NATIVIDAD;CALLE ENRIQUE LOPEZ ALBUJAR NUMERO 1859 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-3;DISTRITAL;PROVINCIAL;0
31112;150122;LIMA;LIMA;MIRAFLORES;-12.1139338;-77.0307924;POLICLINICO SERVIMOVIL;AVENIDA ANGAMOS ESTE NUMERO 179 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
28641;150122;LIMA;LIMA;MIRAFLORES;-12.1320344;-77.0233246;CONSULTORIO ODONTOLOGICO;AVENIDA AV REDUCTO 1335 OFICINA 302 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
30680;30101;APURIMAC;ABANCAY;ABANCAY;-13.63394832;-72.8884824;CONSULTORIO DENTAL SEAëOR DE SOCCLLACCASA;COLOMBIA NUMERO 112 PISO 2 URBANIZACION LAS AMERICAS DISTRITO ABANCAY PROVINCIA ABANCAY DEPARTAMENTO APURIMAC;I-1;PROVINCIAL;PROVINCIAL;0
30768;200104;PIURA;PIURA;CASTILLA;-5.2003446;-80.621756;GESTAFEM-CENTRO DE ATENCION INTEGRAL A LA MUJER E.I.R.L.;HUANCAVELICA NUMERO 1400 DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-2;PROVINCIAL;DISTRITAL;0
31395;70103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;-12.0417093;-77.0961774;CONSULTORIOS MAâDICOS MEDISTAR;INDEPENDENCIA NUMERO 420 PISO 1 DISTRITO CARMEN DE LA LEGUA-REYNOSO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
30132;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.1564584;-76.9729105;"CONSULTORIO ODONTOLOGICO ""MAYAUTE""";AVENIDA SAN JUAN N¬∞ 1021- URB SAN JUAN ZONA A DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
30828;160101;LORETO;MAYNAS;IQUITOS;-3.7322789;-73.2546275;CENTRO MEDICO CAMONES S.A.C.;CALLE RIOJA NUMERO 435 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-2;DISTRITAL;PROVINCIAL;0
31857;150122;LIMA;LIMA;MIRAFLORES;-12.11890903;-77.02991239;consultorio verimedic;AVENIDA JOSE PARDO NUMERO 182 INTERIOR 306 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
31928;200101;PIURA;PIURA;PIURA;-5.18256435;-80.65701519;CONSULTORIOS DE ENFERMERIA Y ASOCIADOS PREVENIR 365 EIRL;URBANIZACION LOS TALLANES II ETAPA INTERIOR 1 MANZANA A LOTE 01 DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-1;DISTRITAL;PROVINCIAL;0
31616;40104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.37697692;-71.55748919;CENTRO ODONTOLOGICO STAFF DENTAL AQP;URBANIZACION VILLA FLORIDA MANZANA B LOTE 5 URBANIZACION VILLA FLORIDA DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
31572;200101;PIURA;PIURA;PIURA;-5.2009794;-80.631336;CONSULTORIO INTEGRAL DE LA MUJER E.I.R.L;AVENIDA LORETO NUMERO 389 PISO 2 DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-2;DISTRITAL;PROVINCIAL;1
31872;70103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;-12.0427484;-77.0917003;Consultorio Dental Virgen del Carmen;Las Gardenias NUMERO 147 PISO 1 URBANIZACION Los Conquistadores DISTRITO CARMEN DE LA LEGUA-REYNOSO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;DISTRITAL;0
30686;30213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.66289417;-73.35050107;CENTRO DE SALUD MENTAL COMUNITARIO SAN JERONIMO;AVENIDA JOSE MARIA ARGUEDAS NUMERO S/N DISTRITO SAN JERONIMO PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-3;PROVINCIAL;DISTRITAL;0
31923;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6563971;-73.38732664;"CONSULTORIO DENTAL ""SANTA LUISA""";AVENIDA ANDAHUAYLAS NUMERO 336 PISO 2 DISTRITO ANDAHUAYLAS PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-1;PROVINCIAL;PROVINCIAL;0
31960;230101;TACNA;TACNA;TACNA;-18.0090351;-70.2521332;CLINICAS MEDIFACIL;CALLE DEUSTUA NUMERO 259 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-2;DISTRITAL;PROVINCIAL;0
31412;150801;LIMA;HUAURA;HUACHO;-11.1227218;-77.6105679;CENTRO MEDICO SAN RAFAEL;CALLE COLON 428 1 FRENTE A CIDET HUACHO HUAURA LIMA;I-3;DISTRITAL;PROVINCIAL;0
31678;120101;JUNIN;HUANCAYO;HUANCAYO;-12.07314578;-75.20394211;CONSULTORIO ODONTOLOGICO MILU¬¥S HAPPY TEETH;MONTANI NUMERO 145 PISO 3 DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-1;DISTRITAL;PROVINCIAL;0
31177;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.65654004;-73.38149555;POLICLINICO ENDOLAB;AVENIDA PERAö NUMERO 453 PISO 1 DISTRITO ANDAHUAYLAS PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-3;PROVINCIAL;PROVINCIAL;0
31651;230101;TACNA;TACNA;TACNA;-18.0069283;-70.2394418;CENTRO DE SALUD MENTAL COMUNITARIO UNIVERSITARIO JORGE BASADRE;AVENIDA GUSTAVO PINTO CON AV BOLOGNESI NUMERO S/N DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-2;DISTRITAL;PROVINCIAL;0
32351;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.2108994;-76.93840183;CONSULTORIOS MEDICOS WCH LA SANTE EIRL;OTROS SECTOR 02, GRUPO 09, MANZANA I, LOTE 02 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
31998;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.7752942;-79.8394806;CONSULTORIOS MEDICOS SANTA BEATRIZ - FILIAL CHICLAYO;CALLE COLON NUMERO 222 PISO 5 DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE;I-2;DISTRITAL;PROVINCIAL;0
33016;150110;LIMA;LIMA;COMAS;-11.9291527;-77.0555126;CONSULTORIOS MEDICO RETABLO;URBANIZACION EL RETABLO IV ETAPA.   AV. MICAELA BASTIDAS MZ. N, LOTE 13 DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;1
33224;150121;LIMA;LIMA;PUEBLO LIBRE;-12.08464;-77.0620454;CONSULTORIO DE ENDOCRINOLOGIA;AVENIDA BRASIL NUMERO 2730 PISO 7 DEPARTAMENTO 706 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
32241;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1527115;-74.2260198;CONSULTORIO DENTAL BIODENTAL;AVENIDA Maravillas NUMERO 200 PISO 2 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;PROVINCIAL;0
32420;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.1617465;-78.5127855;CENTRO DE ATENCIAìN INTEGRAL DE TERAPIA FAçSICA Y REHABILITACIAìN NUESTRA SEAëORA DE GUADALUPE EIRL;TARCICIO BAZAN NUMERO 339 URBANIZACION HORACIO ZEVALLOS DISTRITO CAJAMARCA PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
33216;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.2162218;-76.9415442;consultorio dental bluedent;OTROS SECTOR6 GRUPO 8 MZ.N LT.6 PISO 2 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
32737;150130;LIMA;LIMA;SAN BORJA;-12.08746731;-76.99703704;CENTRO MEDICO SANTA CRUZ;AVENIDA JAVIER PRADO ESTE NUMERO 2756 /2762 URBANIZACION SAN BORJA, TERCER SECTOR, PRIMERA ETAPA DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;1
32757;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.49400684;-76.36356982;CENTRO MEDICO SAN JUAN;RICARDO PALMA NUMERO 833 URBANIZACION BARRIO HUAYCO DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-3;DISTRITAL;PROVINCIAL;0
